"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.92937933215","9269.26961652991","9446.15800194601","9421.2856547764","9590.68309906509","8706.72508434699","7041.56947006168","7555.066809448","7958.67949196537","8030.85457978182","8528.98333446095","9055.59111405318","9082.74116884425","9698.13480360754","10130.41306842","10376.9348875001","10544.6671254851","10672.1839436858","10076.187784535","10401.4804488927","13636.3466837798","12868.2109970281","13102.3345682658","14221.9925934886","15846.4764093173","17959.1785373542","19307.9954920205","20977.1105261075","23067.5653465171","19356.6723557874","20722.1038895508","22512.1596038712","23649.3666139101","24737.1717830704","24983.3790153356","22688.8782442968","22560.5812707477","23655.0356024013",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.32431495716","1651.47547707967","1752.97029278086","1867.11298751475","1994.54491964477","2144.83097135923","2322.94385308063","2556.83530087592","2804.70513080569","3215.48667199577","3179.27627155317","3297.99899921202","3322.6682561193","3696.66314026272","3416.55006239904","3156.46805942334","3328.63319198349","3617.25119348996","4130.75086967094","5532.15083093888","6338.61986793949","6622.68565804379","7165.13449097719","7694.93798487479","8873.76910201509","9888.48934964442","10339.5210156776","11150.6900362788","11381.8215599869","12158.078848834","12350.9768428937","11914.8577643653","11682.084964717","11402.651522136","11812.4648870041","12239.8714974121","12717.1500052856","22066.2787050911","23557.9535268565","26173.7154769528","27112.2562019537","27439.3587015686","28727.0221926076","28092.4857322025","28076.1551006741","29874.6541371424","30274.9903224846","31018.0294921829","30188.4844382751","28129.6075027617","27979.1149343739","27472.2561707514","28815.527404385","28171.9860036051","28671.3469695344","30483.8201004038","30260.3059054474","30762.0124392644",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318.020001219556","485.617276668141","736.975329355273","978.516728019385","1097.64455461203","1246.49711410019","1461.75052047029","1524.41202152334","1761.53764718861","2214.73224591872","2650.64266079793","2968.41180611972","3404.32169771567","4180.29217625809","5078.31457720914","4701.33442641347","4614.8290411405","5054.32534423757","4722.01340306727","5042.58221304612","5204.24371841169","4584.24254781755","4808.63604287112","5180.63630093473",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.84051428011","","","","1739.8063948372","1323.25114991389","1452.44548758328","1394.56816782111","1515.97671717324","1212.04597845077","1276.49398462377","1244.37318523431","1479.31458271677","1819.76605926177","2378.62328600741","3125.81053502853","3847.43412382153","4735.65760793999","6377.36973201232","5176.2638299699","6029.3967998293","6519.23019498892","6940.15925359735","7978.87261471076","8318.51268992675","5949.10630699748","5022.62664330491","5726.02967250931",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.917107253962","316.403606143266","327.126867468401","336.94146611457","351.161126269562","377.594305166182","406.097967073577","420.431888198165","386.95323701087","396.654306282497","435.690469415558","474.444216207405","519.563507668109","605.933440702651","786.069092043881","885.984529060044","717.040182885396","858.828081086803","980.822509264923","1074.27196489862","1350.97637959141","1307.21168832929","1183.16831683168","1212.92243713981","1315.27250275964","1268.18294819944","1343.70871862616","1586.45020651675","1758.9427352146","1979.35346025759","2202.32255587784","2326.84590270293","2666.97767050747","2833.06134118695","2880.21113281831","2996.38292834951","3001.66513787229","2952.60214073626","2991.92497090549","3065.49224770527","3364.42371065241","3419.27571926082","3556.56182543496","3679.90952327871","3831.5380185375","3933.33221546402","4187.37802969592","4324.87642716156","4470.22079597603","4258.78861143762","4344.15017661252","4517.13771902112","4673.79143513087","4685.249476293","4844.9818592299","4950.25606198927","4960.18179390332","4905.50628401227",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.4021189224","1961.5381692465","2020.38596503345","2020.26524752445","2199.72700691179","2282.21654616239","2630.85046632946","2982.74970426108","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3095169516","28669.6822595785","30900.6948905109","31476.0631153068","33989.7223579821","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270036","70359.3191088798","75882.0338560339","83912.6977976846","90849.5869806436","93605.7481653976","88463.3128161375","88207.3275597322","85973.158416455","85458.455507886","85748.0654143782","","","","",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","152.461845803403","162.695705424543","174.493385987331","184.275535005149","203.60114945371","223.278329931788","239.374916047239","255.847966443004","210.1898901212","218.555801207905","225.748298556147","238.11170031297","267.686978918703","263.21061203691","428.432863798725","480.05076424995","533.627553480942","616.667074001523","702.428917279226","808.419120612455","811.776895842258","1031.51616144318","958.687903850696","909.847761010222","1013.80093740507","865.690110635248","624.715420030979","672.565591042796","697.370560078149","701.464614137124","709.948861243428","764.141332084365","791.380429258632","788.399028148837","806.221451907106","887.468524256585","958.473766177546","1006.96473869912","1058.71874950425","1012.50977332125","1007.00286888451","958.236652408901","913.5756261548","917.36431048617","978.334648481852","1046.42738414317","1233.59443543787","1389.63734326178","1736.93505102289","1776.86647562189","1981.16070450437","2377.67591794125","2645.22775260146","2947.93852628051","3124.00030982516","3077.02619917158","3117.3304591216","3393.95581751781",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1447.73064904498","1641.45739813196","1510.2866773993","1611.04700588461","1922.85142418717","2076.57027696228","2293.73339663225","2901.28544927074","3093.03747863815","3966.79548849162","2591.79711627806","2786.17135574477","3494.64054135109","4740.11981336276","5156.80907513759","5271.41222246603","5075.63121131187","3469.50223662228","3739.11613876518","3146.94890366357","2819.6481201182","3059.58650690802","3623.04991209299","4770.18384511293","5860.14582941752","7313.55777336115","8787.61065756604","8553.38136825695","11224.1540829355","13167.4728917533","12291.4668523291","12216.9044643396","12026.6193906313","8750.22299607324","8639.36574344537","9821.40768641008",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","1805.82875781251","1933.7210354068","2083.96851852302","2354.17324701478","2615.82196774286","3157.18330405398","4035.8032492157","4426.28206792108","4610.88656902017","4882.62727927146","5307.38503260419","5539.04889859956","6061.95368968875","6652.55490361524","7050.7745588552","7769.00704156804","7770.81525757908","7681.98193268981","7440.95749549934","7777.55448524786","8148.38241092534","8537.0561869315","9069.16890905997","9549.89407899275","10727.5958385041","11200.5776328426","11567.6661219135","11513.9368638824","11675.3475419739","12028.4803385025","12868.7873273012","14223.2554405147","15439.9921465683","16381.4955640051","16613.7192186615","15922.9001328689","15959.0297922874","16610.4183520372","16536.2146421152","16326.9134788626","16261.7993189477","16129.0492827663","15891.6265491446","16788.6839195944",
"Brunei Darussalam","BRN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","1113.40244720819","1237.07923702427","1235.89209715094","1363.45304412287","1303.73941344179","1381.97216693132","1455.30833622064","1906.19298405412","2915.26658305919","6921.4364456066","7226.43087291553","8459.32421441424","9914.12381169411","10711.8660443789","14941.0623988482","25412.9949521137","21821.7949850132","20687.399753787","18123.8598938959","17332.9747852594","15694.5399936988","10211.5962849234","11591.7862731429","11006.8705102008","11869.9872742083","13604.1568256967","13901.7217323451","15270.4861206552","14572.1085346687","14117.3921420669","15929.1637617664","16789.0371707142","16656.0898805207","12690.6893244622","14097.9315882546","18008.4482589612","16468.1288626009","16846.0219841083","18555.5664851075","21896.6052658777","26102.1334542119","30980.9669198566","32672.3671711068","37951.2805959782","27965.4750379503","35268.1011703581","47017.0273004715","47651.2590896413","44597.279681535","41530.6689792581","30967.890506377","26939.418047044","28290.5851955712",
"Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","331.531226881102","348.23645207399","345.515216420496","374.758548986548","373.060458426305","368.633587243018","416.968406000165","505.922730940565","548.754397258959","520.407819405062","557.972148306983","465.388583932593","471.839254160954","449.688253967917","524.298145779737","588.593902705008","609.343017575007","692.126206397877","695.290253251516","751.575771728783","765.863235765695","807.938767268667","885.638224530948","997.741714073303","1097.45708762103","1247.06139160896","1335.45690588598","1741.14255168898","1795.18130720282","1770.23449659172","2178.92138307967","2458.0459761545","2422.00801577828","2350.88288924473","2504.71740655941","2615.31022007844","2773.54713530224","3110.23011252519",
"Botswana","BWA","GDP per capita (current US$)","NY.GDP.PCAP.CD","57.9776818816842","61.2422482773277","64.7070068014752","67.3758705909335","71.6495191117864","76.6772212316224","83.7346999598829","92.6258754025788","101.476551980837","114.834205330472","138.363325979259","176.66379699287","222.469449980088","317.664640275834","384.418754568179","430.074123066337","433.651514061486","506.323759387748","636.466437683759","850.348695778006","1059.6967003512","1034.1532180269","943.319668237297","1052.73203915597","1077.74254034304","937.474461782565","1135.1674439932","1554.41993236131","2031.41821983752","2301.98972614518","2750.95002574023","2783.02150327518","2848.20698687981","2783.2379312319","2779.11383174162","3014.86785815418","3022.17675323195","3065.52726795202","2869.18250335901","3226.29567410675","3349.06882277651","3128.09779260454","3055.61838247154","4163.06590578447","4896.58383481133","5351.25373171646","5374.55486690776","5714.04793606743","5623.37956613594","5185.72984538137","6346.15620387349","7645.21461151315","7029.23145024034","7007.62578590176","7493.76399441735","6527.50816086673","6954.17430629368","7595.59584978559",
"Central African Republic","CAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","74.5959442514248","80.5208019919039","79.9677957743641","81.5879156525645","87.8587465027727","91.3220540229147","93.8448211707177","95.3219206925318","109.247781037155","104.919703676785","103.409867027109","108.039785716574","121.199730381112","140.013073535533","142.442762269099","187.699648981911","218.750657598489","240.37358765573","282.381226103551","315.862611227852","349.609916205372","296.064594731609","309.367732572567","264.197243594097","248.585187822368","328.31191977763","416.118841869447","435.893091847392","449.782937825329","429.541554070717","490.074561930037","456.897785770035","456.074153995567","401.977971585094","260.483571061156","332.677377160771","293.318885413723","266.607644659504","268.90042312911","271.855116509098","243.542931743829","243.158648629224","253.706834282582","286.250801903988","313.210598044673","323.980511239888","347.607171913446","397.01715436953","456.861826817016","449.961204097","446.443687795492","490.510390672227","483.186093239243","337.484979032029","377.1321263233","348.381427149795","382.07028106683","418.411287036182",
