"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Indonesia","IDN","Urban population","SP.URB.TOTL","12805416","13359388","13937384","14542566","15175879","15837771","16530973","17255493","18008881","18792477","19603445","20445316","21523171","22711492","23954541","25251977","26605142","28010966","29477937","31006079","32601270","34445822","36472749","38586526","40783091","43050032","45389398","47800744","50288263","52847933","55490637","58362649","61405143","64532549","67750902","71054514","74438287","77897532","81448955","85097234","88851211","91770172","94759561","97818419","100950833","104145027","107407989","110735079","114128693","117573616","121077743","124603193","128144998","131691898","135227145","138741483","142219144","145662523",
"IDA only","IDX","Urban population","SP.URB.TOTL","29126317","30611309","32216238","33934256","35779106","37738981","39784738","42019398","44388547","46891833","49451079","52144652","54987742","57946542","61043100","62369434","65823178","69506607","73422914","77345823","81670846","85886986","89622175","93609816","97899308","102494199","107278134","112261971","117483564","122897761","128595933","134382050","140259440","146259311","152148336","158163811","164306593","170636950","177079066","183733001","190673290","198174100","206128961","214475148","223157470","232197344","241566760","251294491","261471859","271933435","282660383","293642524","304908794","316498961","328484202","340918683","353814993","367171744",
"Isle of Man","IMN","Urban population","SP.URB.TOTL","26703","26721","26914","27243","27692","28232","28827","29348","29903","30446","30944","31307","31303","31256","31201","31168","31301","31824","32321","32705","32909","32901","32718","32477","32349","32455","32838","33451","34182","34873","35409","35754","35956","36057","36147","36284","36478","36710","36986","37282","37600","37938","38302","38688","39092","39509","39935","40371","40805","41230","41633","42004","42365","42716","43061","43416","43779","44142",
"India","IND","Urban population","SP.URB.TOTL","80564904","82675812","85233375","87889023","90647749","93493389","96433890","99476360","102633471","105929223","109387114","113194002","117742214","122484460","127425919","132536083","137816239","143275833","148932756","154813017","160943057","166990850","172591889","178363968","184282446","190320201","196478756","202752462","209148059","215666932","222293000","228922786","235420524","242019983","248732500","255555657","262509794","269578709","276751329","284012050","291347596","299135188","307805121","316585717","325487024","334483094","343585192","352795471","362089053","371408805","380742328","390085540","399520360","409063193","418770499","428675907","438777420","449094056",
"Not classified","INX","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Urban population","SP.URB.TOTL","1296121","1306003","1328860","1354239","1378553","1401504","1424843","1448990","1473052","1499259","1529549","1563915","1597717","1634072","1672099","1710683","1747737","1782727","1819520","1855360","1888405","1921042","1944867","1964356","1982219","1991056","1997305","2001761","1997448","1993762","1999662","2016140","2037735","2055778","2071725","2090241","2114994","2145532","2177311","2211419","2250608","2296355","2345367","2394915","2450379","2515791","2596292","2684454","2752001","2792385","2820000","2844736","2869465","2897607","2932140","2973565","3021302","3072719",
"Iran, Islamic Rep.","IRN","Urban population","SP.URB.TOTL","7390294","7730791","8086767","8458177","8845955","9250362","9673820","10147477","10660982","11195224","11751194","12330342","12936159","13573156","14250075","14973247","15744067","16524650","17342416","18235549","19215399","20283359","21433795","22658786","23945617","25278636","26664206","28013726","29327994","30562343","31672210","32626626","33589063","34521071","35464779","36488345","37619262","38788361","39994126","41196375","42352162","43450296","44507326","45534748","46552259","47575567","48605193","49603499","50597057","51614455","52664050","53750006","54869966","56001270","57126401","58230757","59308161","60359142",
"Iraq","IRQ","Urban population","SP.URB.TOTL","3127235","3321448","3528454","3749759","3987431","4242423","4487186","4737203","5002620","5280598","5569344","5867812","6176424","6495465","6827089","7171884","7530295","7900718","8252709","8597948","8945815","9296422","9650421","10005628","10359812","10711420","11059207","11405874","11668254","11909218","12176945","12474134","12798353","13147121","13515432","13899329","14298823","14713431","15175468","15658268","16141365","16624505","17109357","17595415","18082668","18572614","19061426","19553343","20065626","20621331","21236723","21922759","22673193","23468144","24280567","25089903","25890014","26686212",
"Iceland","ISL","Urban population","SP.URB.TOTL","140986","144661","148268","151829","155450","159059","162665","166198","169365","171812","173568","175738","179084","182557","185790","188920","191538","193688","195917","198545","201355","204294","207668","211056","213929","216226","218415","221413","225500","228892","231255","234420","237854","240747","243303","245081","246857","249329","252455","255931","259836","263687","266425","268644","271378","276072","283000","290623","296449","297832","297763","299025","300960","304150","307880","311419","316084","321896",
"Israel","ISR","Urban population","SP.URB.TOTL","1624582","1703972","1805829","1891353","1985742","2074492","2146053","2259135","2325145","2404654","2503959","2602174","2686849","2812295","2911784","2993516","3075582","3159569","3241222","3339820","3435249","3518466","3599159","3678408","3731413","3802419","3866349","3934022","4004463","4077721","4210729","4477014","4639645","4769938","4900510","5038520","5176476","5311285","5438029","5582264","5735757","5876682","6000381","6113918","6227239","6342289","6459778","6579915","6702316","6869011","7000294","7135683","7273626","7415707","7564688","7721424","7879839","8038931",
"Italy","ITA","Urban population","SP.URB.TOTL","29799044","30249038","30708292","31188380","31702827","32227841","32737193","33233152","33703021","34152929","34592379","35012585","35369083","35720365","36065654","36393136","36687131","36955192","37198851","37418639","37607540","37764025","37819718","37822134","37819273","37818886","37809627","37802166","37809110","37826147","37846480","37861339","37907512","37964793","38006634","38041344","38086153","38140443","38185563","38226137","38277624","38333314","38447500","38686985","39006818","39267369","39454178","39722857","40056298","40308358","40502481","40641670","40820430","41372290","41835694","41882239","41903302","41948204",
"Jamaica","JAM","Urban population","SP.URB.TOTL","549844","569528","590694","612967","635781","658582","681218","703844","726876","750788","774982","796983","820270","844363","868585","892468","915684","938323","961130","985111","1010986","1039149","1068777","1091723","1113374","1132462","1148457","1161850","1173693","1185561","1198642","1213438","1230117","1247776","1265948","1284325","1302902","1321739","1340545","1358914","1376628","1393465","1408397","1422359","1436019","1449489","1462893","1476104","1489116","1501782","1514053","1525946","1537744","1549558","1561440","1573475","1585610","1597844",
"Jordan","JOR","Urban population","SP.URB.TOTL","474323","510012","537329","562059","593841","636249","691257","757013","828505","898627","962093","1017263","1065614","1108618","1149070","1189272","1229301","1269035","1310567","1356337","1425342","1512748","1609602","1714596","1825407","1940194","2057170","2177218","2305104","2447642","2609586","2794619","2999402","3212456","3417414","3583556","3709899","3815123","3904828","3988098","4072706","4159304","4249237","4351851","4478795","4638544","4832957","5060085","5319318","5608322","5923533","6266296","6631438","7000928","7351102","7664412","7933891","8162299",
"Japan","JPN","Urban population","SP.URB.TOTL","58526962","60965749","62428798","63957880","65516029","67107937","68559722","70019991","71062053","73357355","75000056","76805782","78731730","80216234","82593959","84756490","85642808","86538157","87391419","88197927","88958689","89733659","90474900","91224787","91937389","92632808","93348378","93963675","94519909","95061557","95542280","96005316","96414127","96821759","97320876","97862490","98272808","98667335","99095072","99434460","99760751","101706485","104055019","106256267","108136910","109856670","111305857","112657520","113859533","114913219","115931525","116645056","117293604","117875155","118393408","118874292","119283404","119579292",
"Kazakhstan","KAZ","Urban population","SP.URB.TOTL","4293509","4532708","4770603","5003536","5228041","5452216","5662917","5859779","6046922","6230759","6408730","6581101","6755503","6929978","7100797","7231119","7353713","7470406","7584615","7712618","7860836","8014706","8172964","8336063","8504655","8627224","8755397","8885484","9004706","9157731","9198366","9241068","9219538","9143728","8997216","8844256","8714741","8581354","8437818","8349469","8294496","8250388","8220862","8218447","8245281","8288303","8345355","8410084","8481358","8675318","8770068","8871514","8976715","9090340","9212927","9341018","9471598","9603062",
"Kenya","KEN","Urban population","SP.URB.TOTL","596722","632543","670816","716059","765269","817880","874399","935126","1000339","1070470","1158444","1256447","1363225","1479149","1605073","1741663","1889975","2050233","2223987","2412236","2535197","2650352","2770878","2896235","3026061","3159720","3297262","3438436","3583198","3731054","3919452","4120929","4329249","4544313","4765984","4994283","5229567","5471748","5722352","5982378","6256130","6541545","6839097","7149731","7474468","7813466","8168124","8538861","8925839","9328191","9746644","10182821","10636683","11108093","11596730","12102874","12626661","13167481",
"Kyrgyz Republic","KGZ","Urban population","SP.URB.TOTL","742514","778534","813050","849091","886206","922554","960953","999643","1039135","1077271","1108956","1136657","1165888","1195196","1226436","1257236","1287423","1317380","1346753","1373807","1397293","1421871","1448346","1476863","1504955","1531357","1558567","1586429","1612568","1639650","1658864","1673404","1679864","1667475","1654017","1657660","1669279","1680607","1693186","1708661","1729037","1745422","1761468","1779932","1801551","1821882","1841521","1859060","1876703","1899444","1923272","1948970","1985117","2029486","2076563","2127030","2179501","2233408",
"Cambodia","KHM","Urban population","SP.URB.TOTL","588546","604509","622930","649108","675073","700397","724324","808790","900960","1002916","1117077","1335972","1592747","1881408","2188255","336786","356818","373095","387981","406056","662385","859855","901498","955167","1014595","1074495","1133517","1193261","1255202","1321707","1394996","1475422","1561955","1653438","1748044","1844237","1941642","2040036","2128765","2194908","2258637","2319635","2377856","2433996","2489226","2544428","2599633","2655056","2711280","2770980","2834561","2902780","2975618","3052461","3132650","3215720","3301428","3389938",
"Kiribati","KIR","Urban population","SP.URB.TOTL","6717","7149","7606","8089","8594","9116","9658","10219","10798","11503","12328","13187","14080","15008","15748","16333","16940","17568","18219","18743","19157","19562","19971","20403","20891","21467","22163","22947","23773","24585","25335","25995","26584","27137","27696","28301","29500","31073","32733","34464","36259","37325","37987","38680","39415","40208","41070","41994","42966","43952","44934","45897","46854","47815","48793","49801","50845","51917",
"St. Kitts and Nevis","KNA","Urban population","SP.URB.TOTL","14152","14472","14731","14928","15077","15185","15243","15254","15256","15284","15324","15269","15290","15365","15449","15509","15543","15549","15543","15533","15505","15366","15234","15102","14959","14807","14642","14468","14310","14190","14132","14139","14180","14267","14366","14461","14541","14618","14692","14776","14873","14990","15124","15271","15425","15579","15728","15877","16028","16190","16363","16546","16747","16957","17175","17398","17627","17865",
"Korea, Rep.","KOR","Urban population","SP.URB.TOTL","6930929","7351204","7811004","8289479","8779189","9286249","9815880","10537106","11362681","12225296","13123306","13896560","14639182","15391092","16159311","16946391","17823527","18743336","19679806","20636698","21623805","22617087","23619800","24621925","25577374","26473134","27480866","28537079","29585374","30626132","31656393","32459655","33169705","33872973","34575766","35280305","35810625","36259672","36633453","37006183","37428328","37867709","38258247","38626122","38947802","39195731","39490771","39740941","40093884","40351067","40602657","40966520","41234661","41477260","41794948","42074067","42324854","42568724",
"Kuwait","KWT","Urban population","SP.URB.TOTL","201925","228374","259338","294457","333133","375400","423643","475255","529320","584571","639688","692539","745146","798607","854640","916132","988403","1063822","1141669","1220766","1300697","1380509","1457118","1533756","1615282","1702527","1797859","1902633","1997006","2054155","2057077","1994704","","","","1579131","1600035","1682226","1801187","1919862","2012044","2069868","2104001","2129141","2167578","2235348","2334515","2458774","2605447","2769551","2946006","3136133","3337628","3537572","3719132","3870539","3986041","4069268",
"Latin America & Caribbean (excluding high income)","LAC","Urban population","SP.URB.TOTL","84170454","88312073","92679204","97230819","101955754","106709846","111599670","116627799","121801311","127115318","132571672","138221562","144007701","149873671","155863733","162003971","168276755","174696178","181254848","187941218","194748154","201558291","208412126","215369275","222416262","229540133","236697902","243895493","251154272","258472891","265846220","273199341","280578581","287952263","295355868","302750870","310064359","317449402","324817386","332086080","339304915","346018197","352544161","359007296","365491016","372016463","378602725","385234186","391896951","398557661","405203146","411827003","418410804","424941877","431407248","437790116","444082116","450281099",
"Lao PDR","LAO","Urban population","SP.URB.TOTL","168526","174062","179800","185733","191896","198303","204892","217032","229963","243805","258761","274983","292465","309357","324131","338145","351145","363256","375286","388311","403260","420407","439781","461166","484305","509077","535643","563866","593637","624817","657380","691263","726366","762379","798944","843167","903892","966806","1032161","1100198","1171221","1244972","1321764","1401944","1486506","1575798","1669231","1766373","1866435","1967729","2068953","2169346","2268917","2368500","2469503","2573224","2679957","2789145",
"Lebanon","LBN","Urban population","SP.URB.TOTL","764260","821153","880852","942369","1004417","1065737","1125238","1182811","1240370","1300758","1366372","1437081","1512393","1589254","1661765","1725146","1776936","1818074","1852033","1884336","1919371","1959168","2002872","2047858","2089847","2125796","2153979","2176378","2198914","2215239","2246747","2297535","2365228","2441272","2513303","2572925","2614677","2642965","2670836","2711085","2782415","2893343","3037778","3196140","3340412","3451976","3517844","3547952","3574226","3641939","3781250","4005829","4298215","4619122","4912395","5137130","5280702","5354725",
"Liberia","LBR","Urban population","SP.URB.TOTL","208737","220879","233733","247325","261740","277007","293200","310379","328638","348017","368652","390598","413952","438784","465317","493711","523614","554892","588216","624446","664063","707875","755300","803186","860052","929051","989856","1042204","1086767","1125744","1162328","1194955","1112885","1040309","985931","952972","941418","1021311","1113437","1202860","1278737","1336228","1378809","1413554","1451812","1501829","1566254","1642015","1724830","1808227","1887243","1960518","2029772","2096896","2164985","2236357","2311525","2389849",
"Libya","LBY","Urban population","SP.URB.TOTL","395751","422411","451116","482119","515758","583535","661916","748526","843704","947351","1059744","1180739","1310191","1446980","1553514","1660751","1771545","1885646","2003887","2127329","2256652","2392023","2532831","2676858","2821276","2922768","3016116","3105292","3191227","3275646","3359573","3443529","3526949","3608599","3686889","3760790","3829689","3894753","3957985","4022024","4088902","4158823","4230981","4304908","4379772","4454577","4530705","4607627","4680482","4742531","4789844","4819287","4833897","4843390","4861477","4897807","4956188","5033461",
"St. Lucia","LCA","Urban population","SP.URB.TOTL","19292","19725","20198","20710","21254","21822","22420","23043","23679","24304","24902","25464","25995","26519","27066","27662","28319","29031","29780","30547","31314","32066","32817","33587","34407","35300","36277","37329","38423","39510","40556","41447","41682","41874","42071","42297","42563","42857","43149","43403","43591","43535","42064","40591","39156","37793","36502","35271","34066","32858","31841","32072","32257","32425","32597","32790","33004","33240",
"Latin America & Caribbean","LCN","Urban population","SP.URB.TOTL","108622136","113430635","118464723","123695042","129100276","134534764","140103812","145809568","151668796","157681301","163854121","170225860","176749849","183368879","190115616","197006645","204026841","211184188","218485477","225922828","233526827","241239319","249003991","256840515","264769463","272774357","280812056","288887750","297021725","305210937","313446151","321635216","329813091","338013031","346239154","354446086","362567465","370742672","378907569","386931527","394889047","402312037","409547923","416720394","423910965","431137205","438413991","445729785","453077761","460426640","467765623","475064162","482324756","489535896","496660413","503691571","510618059","517439839",
"Least developed countries: UN classification","LDC","Urban population","SP.URB.TOTL","23082911","24231182","25481968","26825068","28270696","29816658","31469457","33299338","35246971","37308969","39428062","41708410","44127756","46643818","49285161","50145780","53097082","56264907","59645829","63102062","66935875","70631507","73827506","77255848","80957402","84918673","89060185","93391329","97948954","102689891","107723883","112842181","118053301","123397618","128621401","133923953","139324054","144897787","150577543","156451190","162597491","169340331","176560246","184170072","192068135","200259371","208686703","217381204","226518625","236026821","245960483","256337552","267145490","278361940","289967297","301939183","314276296","326987948",
"Low income","LIC","Urban population","SP.URB.TOTL","21082965","22100535","23154292","24272332","25465469","26749031","28130234","29610259","31310826","33199800","35141514","36813038","38563094","40384725","42293690","44281953","46277931","48358474","50516261","52624293","54758917","57012296","59338680","61813679","64431709","67245452","70170814","73213987","76416662","79739641","83268925","86883127","90630199","94462989","98317774","102200960","106115164","110152125","114243819","118483879","122940552","127705018","132623036","137792059","143224728","148971024","155008136","161341671","168055841","174938059","181951036","189073156","196342630","203819132","211599819","219757858","228313265","237261389",
"Liechtenstein","LIE","Urban population","SP.URB.TOTL","3371","3432","3476","3524","3576","3631","3690","3753","3815","3874","3924","3990","4066","4139","4213","4294","4382","4473","4567","4653","4727","4769","4784","4791","4797","4802","4811","4821","4833","4847","4866","4896","4937","4982","5030","5082","5103","5092","5080","5062","5036","5038","5071","5097","5118","5137","5153","5167","5180","5193","5207","5226","5250","5278","5311","5345","5380","5418",
"Sri Lanka","LKA","Urban population","SP.URB.TOTL","1622476","1677724","1734302","1792676","1873466","1958395","2047612","2140813","2237347","2336113","2436470","2538095","2589403","2619938","2649900","2679918","2710079","2740325","2769771","2797709","2823583","2852459","2893389","2933363","2973186","3013811","3055226","3096851","3138399","3178828","3217435","3254128","3289292","3321986","3351090","3376447","3397372","3414458","3429451","3445383","3463953","3485865","3510342","3536769","3563385","3589004","3613407","3636667","3659063","3680366","3700540","3719476","3737162","3767055","3805247","3848519","3902836","3961779",
"Lower middle income","LMC","Urban population","SP.URB.TOTL","183138795","189448106","196333977","203502601","210974218","218737647","226732880","235084356","243735672","252713062","262013655","271957762","283028226","294584303","306607523","317138933","330024701","343339630","357197760","371541796","386688022","402453201","417539288","433236220","449561631","466383386","483703784","501449672","519627967","538076536","558038535","576065209","594213104","612552167","630756119","649019189","667612089","686625609","706021201","725720206","745911435","766371975","788334144","810825389","833814928","857276917","881207315","905640258","930624722","956206668","982548290","1009522802","1037103720","1065338801","1094087195","1123453667","1153291903","1183615063",
"Low & middle income","LMY","Urban population","SP.URB.TOTL","520838656","539045594","560312449","584350864","609212823","629559415","650911528","672920629","695800403","719637551","744214768","769698196","796206688","824179595","853623651","881496372","911289045","941535810","975755878","1013872398","1053222872","1094217520","1135797894","1177116518","1219695884","1263599140","1308830897","1355306277","1402758929","1450379125","1499127235","1546770555","1594400495","1642341897","1690561778","1739296607","1788662378","1838983819","1890029122","1941474345","1993726929","2048711063","2106628827","2165864182","2226323832","2287999252","2350222171","2413166077","2477600055","2543472875","2610652914","2679157628","2748662715","2818967101","2889807553","2961048491","3032711487","3104686954",
"Lesotho","LSO","Urban population","SP.URB.TOTL","29908","34312","39380","45193","51845","59436","67273","72135","77356","82945","88925","95312","101972","108879","116375","124522","132282","136481","140884","145412","150009","154659","159359","164034","168609","173012","178558","189066","199999","211581","224022","237446","251835","267008","282687","298638","314042","326769","339486","352303","365293","378455","391819","405428","419406","433754","448564","461734","475463","489840","505098","521264","538365","556252","574834","593939","613544","633643",
"Late-demographic dividend","LTE","Urban population","SP.URB.TOTL","287321949","296310676","307526681","321082556","334994422","343826352","353226348","362869126","372854411","383233941","393789009","404405059","414829872","426087094","438205011","450068486","461388513","472560337","486928898","504581120","522453985","540824530","560124850","578231783","596680701","615646287","635278567","655640315","676421892","696958047","716983102","738032729","756923311","777815760","798931483","821787905","843337189","865390161","887719825","910032851","932330794","957083205","983212658","1009828059","1036983029","1064677784","1092243863","1119811651","1147876415","1176385052","1204889835","1233683641","1262424140","1290921132","1319075272","1346730853","1374056378","1400917721",
"Lithuania","LTU","Urban population","SP.URB.TOTL","1096416","1141928","1186429","1230140","1275080","1320810","1367610","1415159","1462669","1507983","1555873","1612378","1670055","1726365","1782668","1838525","1894509","1950350","2005471","2050971","2087446","2126573","2168688","2213306","2258826","2305300","2354675","2406331","2459117","2492104","2499110","2501142","2496245","2482228","2462904","2441841","2421184","2401277","2381814","2362861","2344199","2322637","2300933","2279211","2250685","2213967","2181225","2157761","2137953","2114156","2067653","2018905","1989976","1968460","1950669","1931998","1907718","1881368",
"Luxembourg","LUX","Urban population","SP.URB.TOTL","218385","221560","225946","229959","234207","238541","241914","244349","246598","249419","252255","256528","261780","266787","272384","277458","280890","283399","285895","288518","291473","293802","294251","294534","295042","295818","297355","299492","301882","305040","309096","313973","319732","325361","332341","338722","343082","347217","352047","359223","367434","374603","380583","387241","394773","402818","411237","419557","429035","438935","448892","460842","473853","486677","499975","513555","526327","543634",
"Latvia","LVA","Urban population","SP.URB.TOTL","1121298","1155193","1188070","1221599","1255757","1287767","1315521","1343866","1375002","1404638","1432319","1459887","1488241","1517255","1547223","1575779","1601843","1627400","1652200","1671120","1685226","1699098","1714098","1731364","1749443","1768075","1788258","1810950","1833841","1845533","1844232","1834229","1800024","1763518","1736816","1708476","1686883","1668936","1649682","1630787","1611520","1588107","1567452","1551233","1536660","1522383","1507751","1494021","1476965","1451281","1419877","1392775","1374142","1358054","1344228","1332497","1319964","1307224",
"Macao SAR, China","MAC","Urban population","SP.URB.TOTL","159891","162501","168358","176462","185782","195461","205446","215699","225350","233321","238888","241794","242292","240954","238758","236532","234387","232361","231186","231735","234591","240153","248428","258606","269937","281814","294157","306968","319757","331942","343120","353074","361875","369852","377548","385339","393488","401564","409837","418604","427979","438081","448896","460147","471453","482559","493320","503823","514348","525313","536969","549439","562531","575841","588781","600942","612167","622567",
"St. Martin (French part)","MAF","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Urban population","SP.URB.TOTL","3619287","3793971","3973623","4157495","4344630","4533658","4724868","4918216","5114092","5313202","5516323","5723481","5955942","6197201","6449328","6714487","6993840","7286872","7594142","7915446","8250179","8598463","8960310","9331960","9710432","10092012","10475430","10860432","11248397","11640605","12039263","12444707","12855512","13267999","13678862","13995729","14285555","14566859","14842165","15114839","15386945","15659555","15933727","16210331","16491168","16825045","17175704","17534269","17904358","18290224","18695176","19120878","19565934","20024263","20487552","20949860","21407718","21862616",
"Monaco","MCO","Urban population","SP.URB.TOTL","22452","22808","23039","23168","23236","23282","23305","23292","23304","23346","23484","23720","24051","24439","24835","25197","25523","25809","26087","26395","26745","27164","27624","28095","28512","28835","29041","29172","29235","29312","29439","29624","29863","30138","30427","30691","30967","31251","31523","31800","32082","32360","32629","32933","33314","33793","34408","35111","35853","36534","37094","37497","37783","37971","38132","38307","38499","38695",
"Moldova","MDA","Urban population","SP.URB.TOTL","595907","630827","666719","703542","740741","778740","817282","856287","895696","936294","976150","1015304","1055178","1096014","1137210","1177577","1217773","1256838","1296267","1334282","1371543","1410553","1451104","1492715","1535048","1577083","1618883","1660790","1701461","1724769","1728324","1728620","1726070","1720262","1712144","1701350","1694500","1684626","1680330","1674046","1667042","1659723","1652297","1644074","1636443","1628907","1620837","1613544","1606941","1602240","1598860","1596974","1596693","1597049","1597711","1599171","1601541","1604771",
"Madagascar","MDG","Urban population","SP.URB.TOTL","542675","573078","605315","639540","675807","714171","754443","794053","836042","880328","927259","981645","1039492","1100750","1165702","1234201","1302441","1374405","1450329","1530300","1614654","1703479","1797054","1895439","1998623","2106591","2219702","2338140","2462865","2594158","2733334","2880489","3036093","3200680","3336672","3476114","3622762","3776499","3937065","4103815","4276115","4454032","4637734","4827101","5022403","5283544","5555519","5838413","6132917","6437723","6753507","7080265","7418168","7768215","8130933","8507377","8897561","9301669",
"Maldives","MDV","Urban population","SP.URB.TOTL","10043","10371","10717","11071","11428","11775","11984","12191","12663","13178","13768","15331","17106","19087","21264","23623","26158","28886","31235","33142","35241","37549","40066","42779","45654","48340","50208","52097","53997","55895","57679","59221","60732","62188","63564","65142","67446","69713","72026","74478","77683","82833","88426","94446","100856","107607","114691","122003","129578","137479","145746","154400","163375","172534","181645","190524","199078","207279",
"Middle East & North Africa","MEA","Urban population","SP.URB.TOTL","36880560","38708522","40636077","42648199","44784516","47049798","49351588","51702919","54130192","56665368","59317052","62031460","64850559","67829128","70886549","74057668","77375643","80773853","84322536","88088094","92102529","96352192","100821506","105483751","110277619","115178275","120181569","125079122","129834620","134466645","140373657","144994424","147638160","152181653","156661876","162598142","166968407","171450975","176032962","180711779","185452135","190215806","195031352","199979474","205177604","210729186","216638062","222794606","229170442","235724861","242294298","248902084","255562981","262218677","268822505","275340194","281730428","287997925",
"Mexico","MEX","Urban population","SP.URB.TOTL","19374507","20323430","21311766","22339277","23405971","24511884","25656215","26839108","28070545","29361089","30708544","32112516","33582034","35100971","36647679","38202909","39760453","41319709","42882081","44448702","46013308","47472481","48931203","50393553","51861973","53340207","54826854","56322350","57837971","59388676","60961740","62531277","64142034","65774117","67401025","68999360","70492946","71919417","73311685","74664754","76006974","77346681","78647604","79950808","81313433","82772988","84349477","86027872","87777605","89547738","91303466","93030739","94737851","96424779","98099040","99763541","101416318","103051628",
"Marshall Islands","MHL","Urban population","SP.URB.TOTL","5217","5563","5964","6410","6887","7374","7873","8385","9145","9980","10910","11957","13111","14347","14987","15507","15976","16401","16826","17289","17825","18761","19869","21073","22366","23745","25212","26755","28299","29648","30769","31699","32455","33063","33580","34041","34468","34833","35159","35433","35655","35836","35982","36114","36244","36387","36557","36751","36959","37180","37402","37630","37860","38095","38311","38518","38706","38885",
"Middle income","MIC","Urban population","SP.URB.TOTL","499755691","516945059","537158157","560078532","583747354","602810384","622781294","643310370","664489577","686437751","709073254","732885158","757643594","783794870","811329961","837214419","865011114","893177336","925239617","961248105","998463955","1037205224","1076459214","1115302839","1155264175","1196353688","1238660083","1282092290","1326342267","1370639484","1415858310","1459887428","1503770296","1547878908","1592244004","1637095647","1682547214","1728831694","1775785303","1822990466","1870786377","1921006045","1974005791","2028072123","2083099104","2139028228","2195214035","2251824406","2309544214","2368534816","2428701878","2490084472","2552320085","2615147969","2678207734","2741290633","2804398222","2867425565",
"Macedonia, FYR","MKD","Urban population","SP.URB.TOTL","506445","530905","556983","584162","612702","642626","674297","707589","741943","776357","810135","839249","856892","874006","891985","911764","933788","957558","982219","1006329","1028849","1048562","1064239","1078352","1091378","1103635","1115347","1126352","1136544","1145664","1153600","1160779","1168616","1176350","1184939","1181760","1181331","1183203","1186409","1189473","1191346","1191774","1191042","1189365","1187142","1185213","1183606","1182186","1181072","1180355","1180156","1180471","1181350","1182777","1184775","1187368","1190533","1194255",
"Mali","MLI","Urban population","SP.URB.TOTL","582485","604663","627575","651361","676191","702074","729167","757441","787292","818898","852498","888365","926545","966831","1009065","1052981","1098429","1146679","1198209","1252671","1310539","1372347","1438081","1506636","1576278","1645715","1714179","1780474","1839191","1902800","1974251","2055059","2144878","2242131","2344800","2450960","2560306","2673560","2797427","2948093","3109998","3283515","3469099","3667206","3878667","4103283","4342710","4596645","4863970","5141522","5426428","5717374","6015147","6321385","6639767","6972489","7320840","7683982",
"Malta","MLT","Urban population","SP.URB.TOTL","294316","292949","291536","290127","288759","286362","282936","279467","276131","272927","271474","271546","271346","271149","270993","273015","274435","275536","278444","281309","284300","286427","292666","296847","296939","302228","307591","310133","313103","316579","320102","329269","333102","336862","340447","343247","346401","350223","353666","356901","360316","364105","367875","371319","374812","378170","380483","382695","386024","389733","392394","394759","398989","405261","414034","424612","434997","445024",
"Myanmar","MMR","Urban population","SP.URB.TOTL","4034792","4194564","4359896","4532324","4713727","4905357","5108251","5322072","5546529","5780313","6022881","6273850","6534175","6775865","6941402","7110089","7282341","7456574","7634037","7814940","7999721","8187246","8377851","8568577","8763474","8961640","9162520","9366272","9572086","9777632","9981870","10183854","10384486","10588745","10804484","11036446","11286850","11555233","11837951","12131250","12431024","12737835","13052656","13373546","13698603","14026020","14354025","14685094","15023537","15378951","15751459","16144110","16554811","16981506","17421082","17868603","18324730","18789657",
"Middle East & North Africa (excluding high income)","MNA","Urban population","SP.URB.TOTL","33150006","34761246","36433658","38177788","40008251","41960503","43951121","45933611","48018107","50170235","52383890","54624991","56946914","59348284","61813386","64388352","67069382","69788623","72614689","75591540","78766931","82138731","85682724","89383408","93218433","97124311","101129698","105095023","108933969","112694096","117734636","121424168","125188045","128957114","132726724","136414065","140118643","143889127","147721200","151586213","155451815","159309617","163180603","167090895","171076541","175200596","179452447","183752974","188152920","192684509","197351261","202167370","207136556","212194409","217271331","222318067","227306689","232251723",
"Montenegro","MNE","Urban population","SP.URB.TOTL","90291","95782","101703","107780","113586","118771","123093","126621","129779","133237","137597","143135","149784","157258","165076","172810","180301","187635","194980","202628","210794","219563","228836","238326","247588","256235","264087","271196","277825","284397","291283","298483","305585","312816","319860","326440","332459","337985","343256","348560","354162","361755","369361","376961","380402","382070","383653","385291","387080","389018","390834","392349","393815","395355","396914","398344","399662","401021",
