"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cuba","CUB","Urban population","SP.URB.TOTL","4170494","4270963","4379048","4492010","4606097","4718438","4827571","4934081","5039162","5144852","5252256","5408547","5577635","5745493","5908089","6061745","6205494","6339812","6465748","6584614","6698346","6805577","6889772","6969238","7055315","7152167","7263065","7385975","7515623","7643407","7763438","7856503","7924120","7985177","8043213","8100682","8157843","8218414","8282030","8342391","8399069","8451992","8501560","8540153","8567495","8591153","8610780","8626974","8642122","8659296","8680777","8707768","8739326","8772761","8805189","8833784","8857622","8877624",
"Curacao","CUW","Urban population","SP.URB.TOTL","93258","94722","96940","99290","101532","103656","105249","106879","109059","111346","113545","116141","116907","116777","118424","119543","120253","120788","120361","120434","121052","121992","123658","124984","126083","127169","127569","126993","125566","124022","123122","122666","122964","124420","125783","127258","129273","130794","129469","125761","121481","117447","117440","119730","121652","124627","127696","130064","131527","132200","133691","135409","136350","137728","139429","141125","142485","143558",
"Cayman Islands","CYM","Urban population","SP.URB.TOTL","7865","8026","8146","8227","8298","8369","8441","8521","8631","8827","9144","9581","10136","10784","11498","12244","13022","13841","14661","15444","16162","16789","17356","17906","18543","19313","20251","21339","22538","23776","25010","26213","27404","28646","30055","31672","33536","35597","37740","39808","41687","43316","44738","46028","47299","48622","50031","51483","52926","54279","55507","56579","57523","58371","59172","59963","60765","61559",
"Cyprus","CYP","Urban population","SP.URB.TOTL","204124","208511","211862","214845","218032","221859","226502","231852","237757","243912","250118","256309","262549","271554","289098","307185","325894","345030","364357","383377","401744","419079","435523","442974","448297","455131","463748","473988","485671","498400","511914","526169","541196","555048","568523","581986","595334","608533","621599","634594","647547","660376","671117","681117","691221","701562","712253","723133","733722","743343","751577","758206","763454","767932","772266","776943","782112","787633",
"Czech Republic","CZE","Urban population","SP.URB.TOTL","5717803","5758030","5828213","5903373","5985712","6064767","6137954","6205159","6267134","6326884","6348795","6416419","6560396","6712314","6871460","7032685","7191239","7343835","7491275","7633521","7745353","7774989","7782743","7786562","7788361","7790569","7791420","7792255","7795245","7796600","7772750","7747721","7742438","7737165","7726630","7708571","7686196","7664419","7643675","7622397","7587516","7547721","7526242","7517054","7512306","7515659","7528974","7565828","7621676","7657912","7673029","7681562","7684960","7681727","7685503","7697779","7711309","7729865",
"Germany","DEU","Urban population","SP.URB.TOTL","51978188","52609561","53122383","53664331","54147106","54659677","55166778","55468832","55765529","56259360","56496072","56645245","56961784","57186457","57253758","57085531","56885943","56801863","56796181","56865826","57028530","57229147","57267174","57114118","56792461","56485448","56438249","56204314","57044790","57469536","58079842","58625381","59146205","59553351","59729328","59858576","59987869","60024842","59979781","59985722","60069483","60208501","60360131","60442253","60475342","60495445","60541749","60626203","60675256","60683876","60752899","59795229","60068439","60395494","60812999","61510835","62181480","62617481",
"Djibouti","DJI","Urban population","SP.URB.TOTL","42090","45530","49569","54125","59119","64505","70353","76741","83631","90927","98633","106498","114646","123945","135623","150521","169441","191954","216126","239094","258796","273809","284877","293398","303356","318891","341380","369420","399648","427144","448449","461893","468431","471336","474579","480986","491432","504922","520253","535471","549181","561095","571784","581630","591290","601234","611543","622050","632828","643898","655348","667230","679543","692118","704756","717290","729648","741883",
"Dominica","DMA","Urban population","SP.URB.TOTL","22712","23138","23540","23938","24364","24832","25362","25933","26498","26995","27493","28248","28883","29459","30061","30763","31588","32519","33494","34417","35216","36024","37227","38313","39325","40290","41202","42060","42900","43778","44739","45680","45825","46042","46210","46269","46186","45993","45753","45562","45474","45552","45867","46257","46661","47038","47372","47681","47976","48293","48646","49047","49481","49934","50403","50876","51348","51820",
"Denmark","DNK","Urban population","SP.URB.TOTL","3374572","3431879","3490118","3548824","3608088","3666724","3723679","3779458","3828566","3875429","3930043","3982363","4029765","4078304","4121150","4156474","4189964","4217587","4245152","4269868","4289152","4297767","4300240","4302863","4306181","4313449","4324701","4335668","4343212","4351259","4361727","4374504","4390390","4406442","4422754","4447268","4473929","4493986","4511769","4528106","4544013","4563004","4582981","4601394","4624434","4652908","4681382","4712839","4751268","4785983","4815111","4844002","4872608","4903183","4938153","4983051","5031885","5078116",
"Dominican Republic","DOM","Urban population","SP.URB.TOTL","995756","1060756","1130119","1202967","1279359","1359145","1442416","1529137","1619430","1713094","1810657","1912233","2017355","2125829","2237781","2353057","2471748","2593474","2718596","2847047","2979051","3114323","3224814","3313948","3404189","3495417","3587610","3680767","3775009","3870446","3967241","4065500","4164987","4265237","4399935","4545720","4691973","4838653","4986287","5135521","5287077","5440574","5596224","5792814","6007524","6222794","6438578","6654568","6870550","7085629","7299962","7513202","7721722","7925029","8122906","8315326","8502101","8683261",
"Algeria","DZA","Urban population","SP.URB.TOTL","3394203","3626403","3882767","4154288","4443887","4753164","5041536","5208671","5383539","5563573","5747263","5933927","6124850","6321297","6525328","6738780","6961531","7240239","7611660","8004279","8420028","8858976","9321410","9805134","10307407","10824413","11355685","11892457","12421409","12956681","13496456","14039539","14584560","15126562","15661352","16185540","16698037","17198083","17689675","18188015","18684937","19180228","19677273","20182205","20703617","21248009","21818169","22414414","23041887","23698930","24388796","25114252","25871599","26649134","27429775","28199936","28953739","29691630",
"East Asia & Pacific (excluding high income)","EAP","Urban population","SP.URB.TOTL","151264648","155416538","161752250","170282407","179044853","182830782","187560550","192514711","197802176","203523253","209489664","215633737","221720145","228707681","236442829","241723440","248104965","254309491","263679261","276558734","290114230","304535303","319941682","334306523","348938761","364204103","380338508","397380514","415073356","433174519","451695782","471244451","491139042","511377658","532166856","553386968","575104000","597260515","619754533","642404682","665469552","690541979","717173251","744141274","771497201","799244751","826696984","854017401","881691600","909601661","937830168","966371873","994852760","1023141838","1051225696","1078964230","1106545670","1133877187",
"Early-demographic dividend","EAR","Urban population","SP.URB.TOTL","224754747","233083990","242111649","251516206","261331422","271530008","282124289","293157474","304567896","316447614","328822076","341913718","356237938","371175278","386630949","400630812","416939024","433737447","451217119","469452856","488818406","509266973","529405133","550298947","571839747","593970729","616554580","639371952","662569767","686081228","711129255","734234138","757192180","780260485","803630937","827293059","851238960","875477405","899989347","924707778","949743390","974619938","1000668935","1026974123","1053744568","1080989349","1108761371","1137013348","1165912171","1195308972","1225244150","1255621653","1286384472","1317582095","1349192757","1381155105","1413405743","1445956700",
"East Asia & Pacific","EAS","Urban population","SP.URB.TOTL","231472166","238893150","247658907","258636142","269874293","276191247","283324230","290833734","298376715","307661537","316609585","325938378","335104131","344745800","356180952","364763459","373179845","381457302","392885730","407943285","423579803","440236328","457845984","474303724","490910114","508057401","526292710","545515557","565284476","585445021","605911024","627240124","648675598","670451863","692945535","715930478","739330087","762798198","786545682","810275178","834501621","862433455","892198975","922000458","951972672","982145205","1011884593","1041253361","1071229600","1101093762","1131129013","1161260680","1191301438","1220977272","1250454685","1279522426","1308344993","1336767923",
"Europe & Central Asia (excluding high income)","ECA","Urban population","SP.URB.TOTL","123095237","127107353","131185310","135332205","139533541","143807523","147753690","151741964","155740162","159746765","163769205","167713524","171625580","175559186","179525434","183456421","187447045","191415184","195408302","199173013","202726423","206717435","210789672","214894078","219222002","223541139","227702869","231807471","235867973","239279013","241510450","243131081","244284973","245092177","245542071","245921246","246209673","246522032","246890061","247150156","247394518","247477772","247598314","248125518","248807964","249534715","250340313","251270630","252418872","253978750","255675361","257521119","259512139","261683986","263869260","266160775","268438678","270650281",
"Europe & Central Asia","ECS","Urban population","SP.URB.TOTL","369058200","376932866","385011515","393387831","401799772","410219602","418130456","425877625","433404258","440708951","447685927","454617075","461881136","469012094","475987547","482636728","489059550","495391847","501752165","507866876","513771357","519905598","525545657","530951899","536441163","541945334","547530084","552860895","559222685","564376713","568508103","571738042","574791243","577411703","579267331","580917016","582305689","583770965","585142641","586673569","588108186","589982700","592465131","595485244","598737073","602066948","605485631","609285662","613312460","617322455","621137248","623984818","628039819","632531244","637109381","641828370","646544296","651020911",
"Ecuador","ECU","Urban population","SP.URB.TOTL","1539941","1611926","1687399","1763826","1842030","1923644","2008861","2097624","2190066","2285836","2385167","2487849","2594113","2703745","2818332","2960068","3106957","3258748","3415786","3578063","3745818","3918768","4097265","4273673","4450524","4632898","4821262","5015234","5214939","5419512","5629146","5827713","6019368","6213712","6410432","6608767","6808781","7010107","7212089","7413921","7614917","7814347","7989382","8148652","8310324","8476150","8646848","8822155","9000831","9181312","9362557","9544280","9727959","9913446","10101021","10290743","10482511","10675819",
"Egypt, Arab Rep.","EGY","Urban population","SP.URB.TOTL","10221967","10618456","11010225","11412953","11827265","12253435","12692359","13143419","13603903","14068932","14536143","15004522","15476277","15956046","16450111","16964748","17501268","17973700","18408960","18864255","19341002","19838290","20356015","20896866","21464221","22059066","22683650","23283869","23861169","24425027","24961683","25466223","25942556","26396916","26839423","27278677","27714248","28218743","28773125","29337899","29917666","30515758","31133176","31764147","32399894","33035334","33665447","34263058","34857122","35492121","36182251","36935951","37761457","38639648","39542754","40451214","41358562","42269780",
"Euro area","EMU","Urban population","SP.URB.TOTL","164803126","167592451","170490026","173630210","176766004","179904093","182937807","185740499","188352603","190788736","192992252","195192325","197522615","199743452","201809905","203627010","205201079","206728956","208269334","209823978","211428606","212948473","214016796","214798626","215391741","215990356","216837538","217504880","219260323","220579566","222100850","223460781","224990502","226358744","227411763","228362830","229318150","230218782","231050659","232033199","233257796","234712431","236558681","238566778","240594407","242560360","244464922","246534391","248534528","250127758","251499059","251755126","253073690","254643182","256212753","257775712","259361009","260773895",
"Eritrea","ERI","Urban population","SP.URB.TOTL","136269","144109","152505","161430","170904","180896","191448","202579","210743","219255","228170","237526","247299","257515","268178","279300","290869","302907","315488","328716","342659","357218","372312","388047","404246","419250","435241","451958","468060","481777","491903","498053","500907","502356","504994","510989","520965","534521","551729","572216","595606","622348","652406","684663","717511","749706","780634","810647","840348","870946","903284","937627","","","","","","",
"Spain","ESP","Urban population","SP.URB.TOTL","17227480","17614512","18089104","18560792","19059712","19580951","20096611","20660198","21248036","21772801","22330440","22878387","23372204","23870859","24372582","24876771","25379947","25880544","26368356","26838008","27289444","27669147","27925417","28151118","28357570","28549379","28723937","28887112","29036437","29169746","29286916","29430524","29607126","29793326","29967941","30133075","30291556","30451227","30610090","30767125","30937864","31186430","31708814","32390830","33059302","33727737","34408810","35159317","35833174","36260460","36535850","36773882","36904876","36889975","36884904","36960333","37095211","37268800",
"Estonia","EST","Urban population","SP.URB.TOTL","697034","714269","733452","753250","773863","794190","812599","828812","846346","865089","883329","901671","919299","935590","951152","966085","980438","995091","1009340","1020447","1029784","1040236","1050928","1061357","1071506","1081872","1093150","1104917","1115040","1119881","1117738","1109251","1086348","1055960","1030882","1009954","992487","978597","966608","966817","969061","961159","953352","945646","938279","931205","924006","918084","913914","910446","906655","902194","897251","892561","888922","888400","887737","886831",
"Ethiopia","ETH","Urban population","SP.URB.TOTL","1424992","1507634","1596238","1690640","1791230","1897784","2010284","2128778","2225746","2329033","2440287","2560710","2690237","2823906","2955520","3080821","3196686","3305081","3413645","3533046","3671076","3832363","4015607","4219104","4438752","4672863","4919280","5179615","5456101","5751613","6068999","6410479","6774121","7157356","7553599","7924237","8285270","8650119","9022892","9407067","9807603","10223839","10657765","11106662","11569768","12046152","12536471","13054026","13733826","14443888","15189225","15969792","16787864","17639628","18526950","19447277","20400765","21389276",
"European Union","EUU","Urban population","SP.URB.TOTL","250665878","254716319","258860916","263247604","267634143","271966923","276111747","280049521","283742610","287194430","290332763","293532134","297109339","300531685","303792383","306811813","309558408","312229496","314894182","317513505","320150221","322485648","324167626","325575101","326840759","328136473","329661644","330978682","333373199","335135325","336978809","338490356","340223752","341882665","343161653","344303862","345274894","346302948","347192694","348319324","349354304","350781094","352738999","355085184","357537299","360006889","362473030","365075987","367645722","369886915","371832815","372666186","374572259","376743222","378987692","381263143","383543249","385642558",
"Fragile and conflict affected situations","FCS","Urban population","SP.URB.TOTL","20544677","21609294","22742049","23952801","25243449","26651159","28089894","29613564","31228421","32931743","34715562","36546239","38422140","40344075","42204564","44169747","46270330","48480021","50758843","52954686","55149794","57373303","59621014","62014284","64585110","67250203","69985159","72805846","75659928","78655483","83232556","86664931","90241790","93876148","97349431","100863513","104376779","107985394","111602545","115382560","119345732","123582994","127995530","132511752","137176635","141988827","146955925","152102650","157414132","162879521","168489532","174249656","180164258","186242858","192506004","198969122","205633456","212507556",
"Finland","FIN","Urban population","SP.URB.TOTL","2449145","2512483","2567399","2623429","2675999","2722631","2770510","2823091","2873315","2908731","2934402","2975881","3032758","3088806","3143576","3195817","3243412","3289888","3336370","3381500","3428217","3481318","3541666","3603091","3662085","3716264","3765683","3812087","3858255","3906513","3957581","4003120","4040047","4073879","4105674","4135420","4162332","4187218","4210769","4232899","4253964","4273258","4290649","4307931","4327463","4349276","4372951","4398523","4426008","4454167","4481510","4509337","4537936","4566126","4592367","4614916","4635728","4656775",
"Fiji","FJI","Urban population","SP.URB.TOTL","116761","123157","129943","136982","144103","151142","158044","163958","169558","175175","180925","186842","192905","199091","205372","211731","218082","223264","228315","233816","239929","246836","254383","261963","268744","274153","277898","283833","289781","295973","303189","311701","321310","331706","342353","352821","363071","370519","377132","383206","388641","393267","397176","400842","404913","409848","415890","422891","430534","438252","445695","452740","459477","466038","472613","479334","486220","493209",
"France","FRA","Urban population","SP.URB.TOTL","28968650","29703735","30550684","31576957","32586168","33551445","34459572","35313433","36015275","36481398","36973537","37501984","38056501","38614520","39145575","39564232","39813654","40015297","40188949","40361659","40554832","40773314","41014270","41274869","41548368","41830023","42121076","42422152","42726704","43026108","43332245","43467991","43785894","44077099","44342923","44604027","44863823","45123550","45390693","45743988","46214923","46709571","47206863","47699501","48209404","48730233","49228316","49690036","50124941","50540084","50945800","51348966","51753046","52175241","52581366","52955045","53320665","53680152",
"Faroe Islands","FRO","Urban population","SP.URB.TOTL","7412","7775","8168","8573","8993","9429","9829","10093","10361","10637","10924","11235","11558","11887","12222","12557","12895","13235","13386","13478","13570","13659","13743","13827","13920","14021","14137","14265","14378","14445","14561","14623","14527","14398","14290","14238","15215","16352","16608","16832","17172","17668","18163","18573","18895","19208","19424","19544","19654","19761","19870","19989","20110","20245","20388","20547","20721","20907",
"Micronesia, Fed. Sts.","FSM","Urban population","SP.URB.TOTL","9937","10364","10803","11262","11758","12296","12893","13539","14189","14772","15240","15569","15780","15942","16082","16328","16724","17248","17880","18574","19295","19935","20569","21205","21822","22406","22939","23420","23879","24355","24871","25443","26049","26628","27102","26962","26515","25920","25235","24527","23990","23930","23889","23852","23799","23714","23593","23450","23310","23188","23104","23076","23099","23169","23276","23418","23591","23798",
"Gabon","GAB","Urban population","SP.URB.TOTL","86848","92414","99891","108018","116899","126604","137251","148884","161461","174803","188838","205082","222141","240042","259014","279189","300655","323320","347262","372395","398719","426125","447629","470083","493545","517990","543472","569961","598676","628176","658388","689275","720845","752988","785676","818491","851437","884581","917994","951733","985907","1020536","1055785","1092134","1130203","1170502","1212975","1257519","1304351","1353707","1405611","1460304","1517310","1574811","1630370","1682263","1729660","1773007",
"United Kingdom","GBR","Urban population","SP.URB.TOTL","41104656","41381472","41661202","41900114","42098400","42294196","42452048","42603817","42733856","42833742","42925829","43056861","43295638","43470962","43590038","43677888","43757644","43833733","43925435","44054299","44195960","44271630","44228171","44215089","44257473","44329755","44404206","44470325","44540723","44628280","44733264","44855736","45011752","45154426","45304828","45459651","45610451","45762480","45931122","46119137","46319551","46557334","46930583","47323791","47767769","48269624","48798541","49351705","49913475","50463084","51030310","51600299","52128504","52644143","53205707","53791229","54336086","54846683",
"Georgia","GEO","Urban population","SP.URB.TOTL","1570123","1613251","1656450","1699844","1743144","1785661","1825872","1863779","1900892","1939040","1977799","2017973","2058158","2096177","2134443","2170431","2206460","2241969","2275678","2310615","2345408","2379998","2415679","2452585","2489286","2527012","2565458","2602758","2644850","2655120","2642925","2650025","2658933","2667710","2629153","2548833","2474230","2418062","2383654","2354437","2325705","2298386","2278406","2251660","2224847","2198493","2172434","2146112","2120788","2097321","2075637","2054370","2033447","2012948","1992752","1993890","2001950","2008163",
"Ghana","GHA","Urban population","SP.URB.TOTL","1546790","1634030","1725452","1819650","1914987","2009909","2103423","2195976","2290376","2390977","2489514","2575269","2669844","2768568","2864859","2954239","3034105","3107101","3180281","3264199","3366236","3489594","3631850","3787646","3965301","4183130","4401864","4623179","4849529","5084197","5330684","5590187","5861574","6143017","6432456","6727651","7028226","7334775","7650720","7979372","8319609","8662230","9020827","9395501","9786022","10191094","10611790","11047966","11498112","11959326","12430823","12911096","13398941","13893695","14395852","14906308","15424003","15948745",
"Gibraltar","GIB","Urban population","SP.URB.TOTL","23394","23786","24284","24848","25454","26041","26612","27174","27694","28159","28560","28869","29104","29278","29427","29578","29742","29902","30049","30177","30272","30334","30381","30383","30325","30207","30004","29744","29469","29262","29164","29212","29379","29623","29895","30147","30382","30594","30801","30991","31180","31374","31544","31720","31896","32085","32296","32510","32732","32956","33189","33405","33623","33831","34038","34228","34408","34571",
"Guinea","GIN","Urban population","SP.URB.TOTL","374626","397376","421400","446904","474132","503262","534558","567955","602943","638592","674193","709546","744730","779812","815355","851735","889071","927508","968538","1013985","1065576","1124635","1192070","1254193","1302321","1353616","1406711","1462579","1525315","1600837","1693077","1804700","1933095","2069459","2201575","2320028","2421061","2506983","2582791","2655842","2732147","2812901","2896721","2984737","3077491","3175634","3280239","3392096","3510384","3634189","3762416","3895084","4032900","4177293","4330261","4493335","4667189","4851603",
"Gambia, The","GMB","Urban population","SP.URB.TOTL","44626","46455","48075","50042","53963","58257","62994","68192","73924","80230","87203","94938","103516","112379","119680","127277","135138","143329","152020","161416","171725","182970","195195","208758","224402","241731","261016","282200","304805","328012","351247","374195","396982","419336","440362","462336","485381","509425","534696","561381","589659","619684","651518","685114","719971","755925","792955","831076","870363","910858","952629","995671","1039934","1085343","1131820","1179276","1227667","1276935",
"Guinea-Bissau","GNB","Urban population","SP.URB.TOTL","83832","85701","87534","89409","91423","93636","96077","98716","101553","104555","107714","111066","114597","118116","121363","124166","126390","128139","129763","132682","140990","150676","161787","174196","187625","201769","216601","232205","248679","266139","284764","304623","322400","338447","354741","371077","387358","403644","420198","437435","455693","475089","495652","517409","540314","564307","589493","615920","643692","672867","703584","735524","768680","802863","837849","873436","909556","946165",
"Equatorial Guinea","GNQ","Urban population","SP.URB.TOTL","65202","67699","68888","70177","71700","73515","75752","78296","80681","82263","82618","81586","79396","76514","73604","71197","69358","68068","67691","68636","71164","75523","81541","88528","98140","107453","116082","124141","131882","139792","148308","157514","167340","177853","189161","196062","203464","211444","219965","228961","238394","248228","258526","269523","281388","294263","308196","323131","339004","355671","373052","391124","409860","429196","449014","469251","489854","510828",
"Greece","GRC","Urban population","SP.URB.TOTL","4660434","4740951","4844217","4937007","5029578","5127549","5239942","5357301","5466737","5560616","5646740","5735846","5817963","5888911","5955084","6055755","6195478","6321574","6449432","6575885","6686402","6785832","6846785","6905833","6959420","7005470","7047717","7090422","7135291","7191693","7287341","7392680","7462054","7518737","7569094","7617319","7663691","7714274","7770011","7812670","7857551","7919906","7991509","8052786","8114802","8180275","8246206","8308341","8371303","8433780","8484693","8511794","8504658","8480823","8461009","8441046","8440710","8462425",
"Grenada","GRD","Urban population","SP.URB.TOTL","27259","27852","28381","28840","29240","29579","29852","30061","30214","30336","30417","30405","30390","30359","30270","30106","29841","29496","29196","29095","29301","29878","30754","31758","32618","33152","33280","33075","32684","32334","32185","32318","32819","33448","34082","34636","35088","35468","35802","36117","36452","36773","36815","36866","36918","36975","37038","37107","37181","37263","37350","37442","37552","37686","37843","38019","38222","38446",
"Greenland","GRL","Urban population","SP.URB.TOTL","19024","20155","21492","22926","24265","25892","27334","28849","30461","32095","33753","34660","35585","36218","36705","36897","37089","37033","37075","37567","38213","39013","39588","40240","40896","41475","41900","42559","43301","43886","44312","44418","44406","44438","44790","45143","45335","45487","45638","45708","45859","46122","46473","46739","46997","47175","47220","47213","47196","47360","48018","48217","48402","48368","48439","48503","48774","48959",
"Guatemala","GTM","Urban population","SP.URB.TOTL","1310427","1377506","1447488","1520470","1593340","1655168","1719411","1785984","1854763","1925609","1998266","2072938","2149481","2224857","2293218","2362336","2432074","2502564","2574351","2647963","2724087","2807773","2908066","3011546","3117749","3226148","3336877","3449941","3566034","3685440","3809002","3936790","4069045","4205061","4344588","4487100","4632581","4781196","4934145","5092585","5257631","5429666","5608379","5793222","5983330","6177658","6376038","6578740","6785944","6998335","7216161","7439330","7667903","7901198","8139327","8381540","8627859","8878236",
"Guam","GUM","Urban population","SP.URB.TOTL","33469","34873","36413","38064","39795","41567","43373","45223","47118","49047","51937","57568","63062","68325","73332","78072","82540","86738","90699","94447","97628","99554","101521","103534","105577","107641","109721","111794","113894","116048","118472","121619","124827","128033","131115","133996","136640","139050","141211","143093","144656","145817","146698","147360","147876","148313","148696","149041","149359","149690","150035","150396","150811","151323","152012","152924","154088","155471",
"Guyana","GUY","Urban population","SP.URB.TOTL","165879","171178","176362","181350","186053","190404","194366","197956","201240","204333","207427","210772","213993","217150","220306","223506","226803","230145","233309","236020","237853","237615","236757","235359","233527","231385","228902","226138","223440","221261","219893","219513","219981","220884","221633","221817","221305","220236","218828","217384","216152","215192","214422","213760","213153","212525","211822","211131","210595","210442","210820","211778","213268","215159","217254","219434","221636","223899",
"High income","HIC","Urban population","SP.URB.TOTL","493239271","504431034","514890964","525543707","536230841","546759331","556885199","566900730","576241022","586669383","596383026","606031201","615603469","624547874","634340164","643591899","651193755","658914453","666745318","674847860","682869650","691275045","699128586","706529372","713596611","720681599","728328636","735788219","744244555","752267529","760794434","769796790","776948270","785826020","794233189","804034724","812049284","819926919","827564361","835313849","842956964","852298531","862306971","872132776","882174383","892278004","902562821","913132779","924136097","934290224","943760015","951536973","960351683","969079119","977910619","986609067","995227689","1003411265",
"Hong Kong SAR, China","HKG","Urban population","SP.URB.TOTL","2620415","2702168","2828656","2937424","3019108","3109377","3146833","3237272","3316715","3379985","3473191","3561442","3648314","3770528","3909419","4001832","4069679","4145727","4238137","4493175","4631623","4758050","4848078","4937590","5001316","5069901","5206825","5405272","5532437","5634683","5676947","5742337","5799282","5901000","6035400","6156100","6435500","6489300","6543700","6606500","6665000","6714300","6744100","6730800","6783500","6813200","6857100","6916300","6957800","6972800","7024200","7071600","7150100","7178900","7229500","7291300","7336600","7391700",
"Honduras","HND","Urban population","SP.URB.TOTL","463729","488840","515201","542894","572154","603018","635698","670213","706658","744940","785169","827378","871724","918310","965837","1012512","1061601","1113141","1167179","1223687","1282618","1344028","1407993","1474547","1543748","1615507","1689928","1767080","1846274","1924162","2004926","2088583","2175123","2264421","2356590","2451524","2549111","2649332","2752170","2857698","2965809","3076399","3197751","3322285","3448988","3577293","3707204","3838570","3970811","4103485","4236372","4369223","4502038","4635118","4769045","4904262","5040782","5178524",
"Heavily indebted poor countries (HIPC)","HPC","Urban population","SP.URB.TOTL","19911169","20960725","22075579","23267182","24553878","25921914","27337359","28840507","30436178","32134892","33878661","35724077","37661938","39695529","41805322","44037536","46408926","48884193","51480785","53960388","56481161","59055897","61728176","64592764","67687560","71031325","74497270","78085718","81833230","85738564","89906570","94180783","98618799","103145723","107537603","111956424","116397993","120964503","125593842","130417122","135484056","140940553","146691298","152788053","159156313","165822714","172747292","179973155","187631967","195608135","203925017","212589207","221607674","230975263","240689591","250749258","261156497","271916621",
"Croatia","HRV","Urban population","SP.URB.TOTL","1248376","1294887","1344715","1395476","1447098","1499464","1552551","1606732","1661637","1716633","1773046","1829083","1881121","1933287","1985291","2036988","2088738","2134255","2190570","2242990","2296799","2344919","2374928","2403578","2430839","2458200","2485708","2511773","2537431","2559402","2583064","2450509","2435033","2534090","2546015","2562907","2473093","2522372","2489458","2525102","2460281","2474190","2480894","2488176","2495473","2505555","2513395","2520624","2529798","2537286","2541859","2474200","2478342","2483578","2486069","2478613","2474721","2459454",
"Haiti","HTI","Urban population","SP.URB.TOTL","602850","629952","658297","687867","718762","750865","784391","819267","855429","892548","930522","969272","991063","1009494","1028620","1048838","1070226","1092801","1116599","1141808","1168544","1196784","1226487","1302253","1391406","1485028","1583256","1686119","1793886","1906374","2024134","2147014","2275188","2363888","2454974","2548475","2644564","2741190","2840010","2940867","3043515","3238068","3439803","3648520","3864799","4083679","4305391","4529010","4753523","4977966","5201401","5423140","5642706","5859320","6072402","6281502","6486055","6685702",
"Hungary","HUN","Urban population","SP.URB.TOTL","5582136","5650018","5710839","5768389","5829329","5888035","5948507","6013391","6079237","6147411","6214324","6276403","6339439","6404030","6476897","6559474","6640071","6715287","6782725","6839204","6875576","6895431","6910744","6919717","6925194","6931780","6938994","6946357","6954686","6898019","6830026","6816672","6800940","6780138","6757831","6735415","6710863","6684288","6655715","6623887","6593735","6588305","6611324","6633742","6660205","6693171","6734020","6774378","6812918","6852085","6885916","6915193","6927587","6955430","6982598","7010894","7033907","7052975",
"IBRD only","IBD","Urban population","SP.URB.TOTL","498404456","514833007","534157248","556117698","578735888","596593259","615258418","634345598","653974521","674240232","695039770","716713955","739329596","763212471","788344808","813593477","838629074","863830092","892650294","925245803","958684368","993640172","1029623899","1064952298","1101114576","1138161129","1176196473","1215131992","1254685963","1294091772","1332885771","1371944495","1410910641","1450169421","1489683087","1529509253","1569607274","1610491098","1651828251","1693353484","1734890892","1778414760","1824249281","1870862372","1918194943","1966188266","2014174872","2062276413","2111166091","2160958530","2211316370","2262490181","2314311790","2366350506","2418289640","2469961040","2521400964","2572501917",
"IDA & IBRD total","IBT","Urban population","SP.URB.TOTL","550622541","569519482","591417037","616120671","641652844","662590234","684477833","707040951","730338599","754463412","779253065","805243043","832370117","860994425","891123750","919717736","950346381","981449383","1016531162","1055475346","1095654013","1137480573","1179908547","1222055841","1265463087","1310175490","1356190682","1403422546","1451595940","1499850973","1547854178","1595881904","1643978743","1692511961","1741235115","1790469106","1840217587","1891056783","1942567836","1994540471","2046967823","2102423853","2160794430","2220433673","2281314091","2343428248","2406096900","2469498111","2534406247","2600763258","2668335920","2737224673","2807172288","2877906030","2949169113","3020824401","3092910125","3165307598",
"IDA total","IDA","Urban population","SP.URB.TOTL","52218085","54686475","57259789","60002973","62916956","65996975","69219415","72695353","76364078","80223180","84213295","88529088","93040521","97781954","102778942","106124259","111717307","117619291","123880868","130229543","136969645","143840401","150284648","157103543","164348511","172014361","179994209","188290554","196909977","205759201","214968407","223937409","233068102","242342540","251552028","260959853","270610313","280565685","290739585","301186987","312076931","324009093","336545149","349571301","363119148","377239982","391922028","407221698","423240156","439804728","457019550","474734492","492860498","511555524","530879473","550863361","571509161","592805681",
"IDA blend","IDB","Urban population","SP.URB.TOTL","23091768","24075166","25043551","26068717","27137850","28257994","29434677","30675955","31975531","33331347","34762216","36384436","38052779","39835412","41735842","43754825","45894129","48112684","50457954","52883720","55298799","57953415","60662473","63493727","66449203","69520162","72716075","76028583","79426413","82861440","86372474","89555359","92808662","96083229","99403692","102796042","106303720","109928735","113660519","117453986","121403641","125834993","130416188","135096153","139961678","145042638","150355268","155927207","161768297","167871293","174359167","181091968","187951704","195056563","202395271","209944678","217694168","225633937",
